id,evidence_inference_prompt_id,pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,notes,is_data_in_figure_graphics,is_relevant_data_in_table,is_table_in_graphic_format,is_data_complete,tiktoken_with_attributes_xml_token_num,tiktoken_without_attributes_xml_token_num,tiktoken_without_attributes_markdown_token_num,split
614,11584,115849,ACR20 responder criteria,etoricoxib 90 mg once daily,naproxen 500 mg twice daily,continuous,,353,,181,,,,,"found in table 2, but differences given rather than raw values. Also ranges provided rather than STD, cannot calculate",FALSE,TRUE,FALSE,FALSE,6464,5362,4091,TEST
615,11602,1863515,haemoglobin level between 26 and 35 wk,Zidovudine prophylaxis initiation,placebo,continuous,,754,,656,-0.4,,0,,"given as estimated change and no std given, also in figure and graphic format",TRUE,TRUE,TRUE,FALSE,3963,3457,3103,TEST
616,11602,1863515,leucocyte count between 26 and 35 wk,Zidovudine prophylaxis initiation,placebo,continuous,,754,,656,-423,,0,,"given as estimated change and no std given, also in figure and graphic format",TRUE,TRUE,TRUE,FALSE,3963,3457,3103,TEST
617,11602,1863515,absolute neutrophil count between 26 and 35 wk,Zidovudine prophylaxis initiation,placebo,continuous,,754,,656,-485,,0,,"given as estimated change and no std given, also in figure and graphic format",TRUE,TRUE,TRUE,FALSE,3963,3457,3103,TEST
618,11603,1863515,haemoglobin level at 35 wk gestation,Zidovudine prophylaxis initiation,placebo,continuous,,754,,656,10.7,,11.2,,"means given but no std given, tables and figures in graphic format",TRUE,TRUE,TRUE,FALSE,3963,3457,3103,TEST
619,11603,1863515,leucocyte count at 35 wk gestation,Zidovudine prophylaxis initiation,placebo,continuous,,754,,656,8818,,8362,,"means given but no std given, tables and figures in graphic format",TRUE,TRUE,TRUE,FALSE,3963,3457,3103,TEST
620,11603,1863515,absolute neutrophil count at 35 wk gestation,Zidovudine prophylaxis initiation,placebo,continuous,,754,,656,5639,,6150,,"means given but no std given, tables and figures in graphic format",TRUE,TRUE,TRUE,FALSE,3963,3457,3103,TEST
621,11904,3493722,eradication rate of H. pylori in ITT,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,71,85,72,84,,,,,"found in abstract and table, assumed binary because given as percentage of population",FALSE,FALSE,FALSE,TRUE,1684,1549,1357,TEST
622,11904,3493722,eradication rate of H. pylori in PP,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,71,81,72,81,,,,,"found in abstract and table, assumed binary because given as percentage of population",FALSE,FALSE,FALSE,TRUE,1684,1549,1357,TEST
623,11905,3493722,side effects,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,19,85,32,84,,,,,found in results section,FALSE,FALSE,FALSE,TRUE,1684,1549,1357,TEST
624,11906,3493722,good compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,74,,74,,,,,,"found in table 2, assumed binary because proportion of whole given",FALSE,TRUE,TRUE,FALSE,1684,1549,1357,TEST
625,11906,3493722,well compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,8,,4,,,,,,"found in table 2, assumed binary because proportion of whole given",FALSE,TRUE,TRUE,FALSE,1684,1549,1357,TEST
626,11906,3493722,poor compliance rates,1-week quadruple rescue therapy,2-week quadruple rescue therapy,binary,2,,3,,,,,,"found in table 2, assumed binary because proportion of whole given",FALSE,TRUE,TRUE,FALSE,1684,1549,1357,TEST
627,12232,3510731,Clicked on Results link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,binary,247,6051,515,5892,,,,,found in table 1,FALSE,TRUE,FALSE,TRUE,1665,1296,943,TEST
628,12233,3510731,Clicked on Protocol link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,binary,202,6051,362,5892,,,,,found in table 1,FALSE,TRUE,FALSE,TRUE,1665,1296,943,TEST
629,12234,3510731,Median time in seconds (interquartile range) - Results link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,continuous,,6051,,5892,25,,25.3,,"found in table 1, IQ range given rather and std",FALSE,TRUE,FALSE,FALSE,1665,1296,943,TEST
630,12235,3510731,Median time in seconds (interquartile range) - Protocol link,received the debriefing information in the body of an email with links to protocol and results pages;,received these links after clicking on an initial link in the body of the email to view the debriefing information on a website.,continuous,,6051,,5892,3.5,,3.6,,"found in table 1, IQ range given rather and std",FALSE,TRUE,FALSE,FALSE,1665,1296,943,TEST
631,12275,3936115,The number of diverticulitis clinical symptom occurrences during 12months,Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,2,30,7,22,,,,,found in table 1,FALSE,TRUE,FALSE,TRUE,2217,2016,1562,TEST
632,12276,3936115,the number of abdominal ultrasound examinations performed for suspected diverticulitis and subsequent number of diverticulitis diagnosed based on abdominal US,Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,1,30,5,22,,,,,found in table 2,FALSE,TRUE,FALSE,TRUE,2217,2016,1562,TEST
633,12277,3936115,"Subjective improvement in observed symptoms based on a single closed-end question (yes or no answer): ""Did you observe adequate relief of diverticulosis related to abdominal pain or discomfort within the past 12 months?""",Microencapsulated sodium butyrate (MSB) 300 mg daily,control group was administered placebo,binary,17,30,5,22,,,,,found in table 3,FALSE,TRUE,FALSE,TRUE,2217,2016,1562,TEST
634,12289,5777645,HbA1c levels,to peer-led structured patient education,conventional care alone,continuous,,70,,70,1.05,2,0.15,1.7,SDs found in abstract while group sizes and means found in table 2,FALSE,TRUE,FALSE,TRUE,8661,5060,3738,TEST
635,12290,5777645,Mean BMI change,to peer-led structured patient education,conventional care alone,continuous,,,,,-1.65,2.5,0.05,3.2,SDs found in abstract while group sizes and means found in table 2,FALSE,TRUE,FALSE,TRUE,8661,5060,3738,TEST
636,12291,5777645,Mean waist circumference,to peer-led structured patient education,conventional care alone,continuous,,,,,-3.34,9.3,2.65,10.3,SDs found in abstract while group sizes and means found in table 2,FALSE,TRUE,FALSE,TRUE,8661,5060,3738,TEST
637,12720,4132222,decrease in average lesion,application of a canola phenolic acid-based cream (CPA),placebo,continuous,,30,,15,,,,,no raw values given and can only be estimated from figure,FALSE,FALSE,FALSE,FALSE,2177,1885,1617,TEST
638,12721,4132222,"higher prevalence of lesion scabbing, a sign of healing",application of a canola phenolic acid-based cream (CPA),placebo,continuous,,30,,15,,,,,no raw values given and can only be estimated from figure,FALSE,FALSE,FALSE,FALSE,2177,1885,1617,TEST
639,12772,4511433,LDL cholesterol,5 mg elobixibat,placebo,continuous,,12,,12,,,,,no raw values given and can only be estimated from figure,FALSE,FALSE,FALSE,FALSE,4648,3874,2969,TEST
640,12772,4511433,LDL cholesterol,2.5 mg,placebo,continuous,,12,,12,,,,,no raw values given and can only be estimated from figure,FALSE,FALSE,FALSE,FALSE,4648,3874,2969,TEST
641,12879,5830087,objective response rate (ORR),"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),binary,29,48,10,23,,,,,found in table 2,FALSE,TRUE,FALSE,TRUE,11942,10628,8141,TEST
642,12880,5830087,disease control rate,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),binary,45,48,21,23,,,,,found in table 2,FALSE,TRUE,FALSE,TRUE,11942,10628,8141,TEST
643,12880,5830087,duration of objective response,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),continuous,,48,,23,,,,,"given as median with confidence interval, cannot calculate",FALSE,TRUE,FALSE,FALSE,11942,10628,8141,TEST
644,12880,5830087,progression-free survival,"BTH1677 arm ( intravenous [IV] BTH1677, 4 mg/kg, weekly; IV bevacizumab, 15 mg/kg, once each 3-week cycle [Q3W]; IV carboplatin, 6 mg/mL/min Calvert formula area-under-the-curve, Q3W; and IV paclitaxel, 200 mg/m2, Q3W)",Control arm ( bevacizumab/carboplatin/paclitaxel as above),continuous,,48,,23,,,,,"given as median with confidence interval, cannot calculate",FALSE,TRUE,FALSE,FALSE,11942,10628,8141,TEST
645,13025,4675066,The mean cognitive score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27,,26,99.4,12.2,101.7,8.2,found in table 2,FALSE,TRUE,FALSE,TRUE,6682,5735,4224,TEST
646,13025,4675066,The mean language score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27,,26,97.2,12.2,97.9,11.5,found in table 2,FALSE,TRUE,FALSE,TRUE,6682,5735,4224,TEST
647,13025,4675066,The mean motor score on the Bayley-III,iodine (150 μg/d),placebo,continuous,,27,,26,93.9,10.8,92.4,9.7,found in table 2,FALSE,TRUE,FALSE,TRUE,6682,5735,4224,TEST
648,13097,5976307,induction time,etomidate,propofol based on midazolam,continuous,,,,,,,,,found in table 2,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
649,13097,5976307,total procedure time,etomidate,propofol based on midazolam,continuous,,,,,,,,,found in table 2,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
650,13097,5976307,awake time,etomidate,propofol based on midazolam,continuous,,,,,,,,,found in table 2,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
651,13098,5976307,The incidence rate of all cardiopulmonary adverse events,etomidate,propofol based on midazolam,binary,,,,,,,,,found in table 3,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
652,13099,5976307,The incidence rate of vital sign fluctuation (VSF),etomidate,propofol based on midazolam,binary,,,,,,,,,found in table 3,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
653,13100,5976307,the incidence rate of adverse events disturbing the procedure,etomidate,propofol based on midazolam,binary,,,,,,,,,found in table 3,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
654,13101,5976307,The incidence rate of myoclonus,etomidate,propofol based on midazolam,binary,,,,,,,,,found in table 3,FALSE,TRUE,TRUE,FALSE,2560,2044,1751,TEST
655,13175,5773985,mean volume of both the solutions used,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,,,,4.15,0.52,4.12,0.6,Found in abstract and results,FALSE,FALSE,FALSE,FALSE,2609,2261,1917,TEST
656,13176,5773985,subjective onset of action,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,,,,3,1.08,2.92,1.03,Found in abstract and results,FALSE,FALSE,FALSE,FALSE,2609,2261,1917,TEST
657,13176,5773985,objective onset of action,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,,,,7.4,1.93,7.28,1.59,Found in abstract and results,FALSE,FALSE,FALSE,FALSE,2609,2261,1917,TEST
658,13177,5773985,duration of surgical procedure,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,,,,,,,,Graphic format table,FALSE,TRUE,TRUE,FALSE,2609,2261,1917,TEST
659,13178,5773985,the mean duration of postoperative analgesia,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,,,,508.92,63.3,1840.84,819.51,Found in abstract and results,FALSE,FALSE,FALSE,FALSE,2609,2261,1917,TEST
660,13179,5773985,number of analgesic tablets,0.5% bupivacaine with 1:200000 epinephrine in group I,mixture of 39 ml of 0.5% bupivacaine with epinephrine 1:200000 and 1 ml of 300 _g buprenorphine (3 _g/kg)in group II,continuous,,,,,,,,,Graphic format table,FALSE,TRUE,TRUE,FALSE,2609,2261,1917,TEST
661,13216,4458006,amplitude of whisking,facial nerve transection and subsequent repair either at the main trunk of the nerve (group 1),"2 cm distally, at the main bifurcation (group 2)",continuous,,12,,12,17.2,,6.9,,No std given,FALSE,FALSE,FALSE,FALSE,1302,1180,1009,TEST
662,13294,4987981,"Psoriasis Area and Severity Index (PASI), Erythema, Scaling and Induration (ESI) and Physician global assessment (PGA) scores",metformin or pioglitazone,placebo,continuous,,37,,23,,,,,Values combined and given in figure,TRUE,FALSE,FALSE,FALSE,9637,7894,5779,TEST
663,13295,4987981,percentage of patients achieving 75 % reduction in PASI and ESI scores,metformin or pioglitazone,placebo,continuous,,37,,23,,,,,Values combined and given in figure,TRUE,FALSE,FALSE,FALSE,9637,7894,5779,TEST
664,13296,4987981,FPG,metformin,placebo,continuous,,21,,23,101.9,35.1,97.6,20.8,Values seperated and found in table,FALSE,TRUE,FALSE,TRUE,9637,7894,5779,TEST
665,13296,4987981,FPG,pioglitazone,placebo,continuous,,16,,23,103.4,28.9,97.6,20.8,Values seperated and found in table,FALSE,TRUE,FALSE,TRUE,9637,7894,5779,TEST
666,13296,4987981,total cholesterol,metformin,placebo,continuous,,21,,23,206.9,36.2,184.4,37.5,Values seperated and found in table,FALSE,TRUE,FALSE,TRUE,9637,7894,5779,TEST
667,13296,4987981,total cholesterol,pioglitazone,placebo,continuous,,16,,23,207.2,42.3,184.4,37.5,Values seperated and found in table,FALSE,TRUE,FALSE,TRUE,9637,7894,5779,TEST
668,13296,4987981,triglycerides levels,metformin,placebo,continuous,,21,,23,194.3,63.1,181.8,61.3,Values seperated and found in table,FALSE,TRUE,FALSE,TRUE,9637,7894,5779,TEST
669,13296,4987981,triglycerides levels,pioglitazone,placebo,continuous,,16,,23,200.1,55.9,181.8,61.3,Values seperated and found in table,FALSE,TRUE,FALSE,TRUE,9637,7894,5779,TEST
670,13297,4987981,IL-6 and TNF-α levels,metformin or pioglitazone,placebo,continuous,,37,,23,,,,,Values combined and given in figure,TRUE,FALSE,FALSE,FALSE,9637,7894,5779,TEST
671,13313,4550271,Community knowledge,provider,control,continuous,,14,,12,,,,,outcome too broad,FALSE,TRUE,FALSE,FALSE,24886,12978,8556,TEST
672,13313,4550271,Community knowledge,provider-school intervention,control,continuous,,14,,12,,,,,outcome too broad,FALSE,TRUE,FALSE,FALSE,24886,12978,8556,TEST
673,13314,4550271,treatment according to guidelines,provider,control,continuous,,14,,12,36.4,32,22.6,23,mean given as percent and std has no unit,FALSE,TRUE,FALSE,TRUE,24886,12978,8556,TEST
674,13314,4550271,treatment according to guidelines,provider-school intervention,control,continuous,,14,,12,23.5,26,22.6,23,mean given as percent and std has no unit,FALSE,TRUE,FALSE,TRUE,24886,12978,8556,TEST
675,13315,4550271,the proportion of patients who tested positive and received (or were prescribed) an ACT,provider,control,continuous,,14,,12,56.1,31,64.2,28,mean given as percent and std has no unit,FALSE,TRUE,FALSE,TRUE,24886,12978,8556,TEST
676,13315,4550271,the proportion of patients who tested positive and received (or were prescribed) an ACT,provider-school intervention,control,continuous,,14,,12,56.4,33,64.2,28,mean given as percent and std has no unit,FALSE,TRUE,FALSE,TRUE,24886,12978,8556,TEST
677,13505,5777419,the total cultivable microbiota,probiotic,placebo,continuous,,16,,15,,,,,median and IQ scores given,FALSE,TRUE,FALSE,FALSE,9410,4699,3181,TEST
678,13505,5777419,the total cultivable microbiota,antibiotic,placebo,continuous,,16,,15,,,,,median and IQ scores given,FALSE,TRUE,FALSE,FALSE,9410,4699,3181,TEST
679,13506,5777419,attachment gain,probiotic,placebo,continuous,,16,,15,3.4,0.6,4.3,1.4,found in table 2,FALSE,TRUE,FALSE,TRUE,9410,4699,3181,TEST
680,13506,5777419,reduction of PPD,probiotic,placebo,continuous,,16,,15,2.2,0.3,2.5,0.6,found in table 2,FALSE,TRUE,FALSE,TRUE,9410,4699,3181,TEST
681,13506,5777419,reduction of plaque,probiotic,placebo,continuous,,16,,15,28.1,14.6,27.4,13,found in table 2,FALSE,TRUE,FALSE,TRUE,9410,4699,3181,TEST
682,13506,5777419,attachment gain,antibiotic,placebo,continuous,,16,,15,4.1,1,4.3,1.4,found in table 2,FALSE,TRUE,FALSE,TRUE,9410,4699,3181,TEST
683,13506,5777419,reduction of PPD,antibiotic,placebo,continuous,,16,,15,2.3,0.3,2.5,0.6,found in table 2,FALSE,TRUE,FALSE,TRUE,9410,4699,3181,TEST
684,13506,5777419,reduction of plaque,antibiotic,placebo,continuous,,16,,15,31.8,14.8,27.4,13,found in table 2,FALSE,TRUE,FALSE,TRUE,9410,4699,3181,TEST
685,13760,2836833,Fecal fat loss,1500 mg calcium,500 mg calcium,continuous,,17,,17,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",FALSE,TRUE,FALSE,FALSE,12992,7163,5694,TEST
686,13761,2836833,Urinary calcium excretion,1500 mg calcium,500 mg calcium,continuous,,17,,17,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",FALSE,TRUE,FALSE,FALSE,12992,7163,5694,TEST
687,13762,2836833,weight loss,1500 mg calcium,500 mg calcium,continuous,,17,,17,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",FALSE,TRUE,FALSE,FALSE,12992,7163,5694,TEST
688,13763,2836833,systolic or diastolic blood pressure,1500 mg calcium,500 mg calcium,continuous,,17,,17,,,,,"assumed group sizes were half and half of 34, values for low and high calcium groups have multiple seperated groups within them",FALSE,TRUE,FALSE,FALSE,12992,7163,5694,TEST
689,13830,4210722,vaccination certificates were submitted,a separate reminder card 4 days before the appointment (IG3),no further reminder (IG1),binary,94,102,84,104,,,,,found in text as fractions of group sizes,FALSE,FALSE,FALSE,TRUE,10493,8112,5695,TEST
690,13830,4210722,vaccination certificates were submitted,a separate reminder card 4 days before the appointment (IG3),reminder card together with the appointment letter (IG2),binary,94,102,91,107,,,,,found in text as fractions of group sizes,FALSE,FALSE,FALSE,TRUE,10493,8112,5695,TEST
691,13831,4210722,use of a reminder card,a separate reminder card 4 days before the appointment (IG3); reminder card together with the appointment letter (IG2);,no further reminder (IG1),binary,185,209,84,104,,,,,found in text as fractions of group sizes,FALSE,FALSE,FALSE,TRUE,10493,8112,5695,TEST
692,5635,5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),Duloxetine (D),continuous,,30,,30,,,,,found in fig2,TRUE,FALSE,FALSE,FALSE,6401,5359,3891,TEST
693,5636,5712123,postoperative pain at rest,duloxetine 60 and etoricoxib 120mg (group D/E),placebo,continuous,,30,,30,2,,3,,values given as score (range),FALSE,TRUE,FALSE,FALSE,6401,5359,3891,TEST
694,5636,5712123,postoperative pain on movement,duloxetine 60 and etoricoxib 120mg (group D/E),placebo,continuous,,30,,30,3.5,,3,,values given as score (range),FALSE,TRUE,FALSE,FALSE,6401,5359,3891,TEST
695,5639,5712123,morphine requirements,E group,P group,continuous,,30,,30,,,,,found in fig3,TRUE,FALSE,FALSE,FALSE,6401,5359,3891,TEST
696,5639,5712123,morphine requirements,D group,P group,continuous,,30,,30,,,,,found in fig3,TRUE,FALSE,FALSE,FALSE,6401,5359,3891,TEST
697,5639,5712123,morphine requirements,D/E group,P group,continuous,,30,,30,,,,,found in fig3,TRUE,FALSE,FALSE,FALSE,6401,5359,3891,TEST
698,5637,5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),Placebo group (P),continuous,,30,,30,,,,,found in fig2,TRUE,FALSE,FALSE,FALSE,6401,5359,3891,TEST
699,5638,5712123,time to first rescue analgesic,duloxetine 60 and etoricoxib 120mg (group D/E),etoricoxib (E),continuous,,30,,30,,,,,found in fig2,TRUE,FALSE,FALSE,FALSE,6401,5359,3891,TEST
